iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues (y/n)?;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly transmitted AVPs;Deletions;Substitutions;Insertions;PA:CO;PA:PA;PA:FA;PA:IC;#constraints left in agenda;numGoalChanges;indices of provided restaurants;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel used (1=simple, 2=abstract, 3=concrete);barge-in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;user.scen.time;user.scen.date;user.scen.foodtype;user.scen.price;user.scen.localization;b0;judgement
146;7;90;1;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;24;0;;;;;;;;;;;1;1;101;evening;tuesday;greek;cheap;weitmar;evening ;;greek ;;weitmar ;5;;0;;0;hor ;hor ;cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar;3;bad
151;1;70;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Guten Abend, ich möchte gerne am Dienstag Abend in Grumme griechisch essen gehen. Der preis sollte bis, äh, 20 Euro betragen.  ;request;ALL;tuesday greek evening average grumme ;date foodtype time price localization ;open;1;41;5;tuesday evening grumme wattenscheid riemke yes price ;date time localization localization localization logical field ;3;2;0;4;0;0;0;1;0;0;;evening;tuesday;greek;average;grumme;;;;;;5;0;0;provide ;21;;;;;;evening;tuesday;greek;cheap;grumme;4;bad
151;2;70;0;2;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Obere Preisklasse.  ;indicateValues;price;expensive ;price ;choice;1;12;1;;;0;1;0;0;0;0;1;0;0;1;;evening;tuesday;greek;expensive;grumme;evening ;tuesday ;;;grumme wattenscheid riemke ;6;0;0;provide ;2;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor4 hor5 hor6 ;;;loc4 loc7 loc10 ;evening;tuesday;greek;cheap;grumme;4;bad
151;3;70;0;2;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Gaststätte Jünemann      Hiltroper Str. 108} {Dionysos                 Hiltroper Str. 13} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;30;0;;;;;;;;;;;0;1; 23 105;evening;tuesday;greek;expensive;grumme;evening ;tuesday ;;;grumme wattenscheid riemke ;6;;0;;0;hor6 ;hor6 ;;;loc4 loc7 loc10 ;evening;tuesday;greek;cheap;grumme;4;bad
153;1;90;1;4;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Guten Tag, ich möchte gerne italienisch essen gehen, bis 15 Euro. Der Ort Querenburg.  ;request;ALL;italian average querenburg ;foodtype price localization ;open;1;41;3;italian querenburg yes localization ;foodtype localization logical field ;2;1;0;2;0;0;0;1;0;0;;neutral;neutral;italian;average;querenburg;;;;;;3;0;0;provide ;14;;;;;;neutral;neutral;italian;average;querenburg;5;bad
153;2;90;1;4;Sie möchten also in Querenburg italienisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;8;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;italian;average;querenburg;;;italian ;;querenburg ;3;0;0;affirm ;1;;hor ;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg;5;bad
153;3;90;1;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Summa cum Laude          Querenburger Höhe 282} {Mediteranee Querenburger Höhe 267} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;31;0;;;;;;;;;;;0;0; 58 136;neutral;neutral;italian;average;querenburg;;;italian ;;querenburg ;3;;0;;0;hor ;hor ;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg;5;bad
161;1;70;1;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Nach dem Ort des Restaurants. Am Dienstag Abend und griechisch.  ;request;ALL;tuesday greek evening localization ;date foodtype time field ;open;1;41;4;tuesday evening witten localization foodtype ;date time localization field field ;3;1;0;2;0;0;0;1;2;0;;evening;tuesday;greek;cheap;grumme;;;;;;4;0;0;provide ;10;;;;;;evening;tuesday;greek;cheap;grumme;3;bad
161;2;70;1;2;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Griechisch.  ;indicateValues;foodtype;greek ;foodtype ;choice;1;16;1;greek ;foodtype ;1;0;0;0;1;0;0;0;2;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;;;witten ;4;0;0;provide ;1;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor4 hor5 hor6 ;;;loc17 ;evening;tuesday;greek;cheap;grumme;3;bad
161;3;70;1;2;Sie möchten also griechisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;2;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;witten ;4;0;0;affirm ;1;hor6 ;hor6 ;cui22 ;;loc17 ;evening;tuesday;greek;cheap;grumme;3;bad
161;4;70;1;2;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;2;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;witten ;4;0;0;accept ;1;hor6 ;hor6 ;cui22 ;;loc17 ;evening;tuesday;greek;cheap;weitmar;3;bad
161;5;70;1;2;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Ungefährer Ort des Restaurants.  ;request;field;localization ;field ;closed;1;28;1;fish localization ;foodtype field ;1;0;0;1;0;0;0;1;2;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;witten ;4;0;0;provide ;4;hor6 ;hor6 ;cui22 ;;loc17 ;evening;tuesday;greek;cheap;weitmar;3;bad
161;6;70;1;2;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;In Weitmar.  ;indicateValues1;localization;weitmar ;localization ;choice;1;15;1;weitmar ;localization ;1;0;0;0;1;0;0;0;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;fish greek ;;witten ;5;0;0;provide ;2;hor6 ;hor6 ;cui8 ;;loc17 ;evening;tuesday;greek;cheap;weitmar;3;bad
161;7;70;1;2;Könnten Sie bitte den gewünschten Ort des Restaurants wiederholen?;Weitmar.  ;repetitionRequest;localization;weitmar ;localization ;closed;0;9;1;weitmar ;localization ;1;0;0;0;1;0;0;0;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek fish ;;weitmar witten ;5;0;0;provide ;1;hor6 ;hor6 ;cui8 ;;loc8 ;evening;tuesday;greek;cheap;weitmar;3;bad
161;8;70;1;2;Sie möchten also in Weitmar essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;7;1;yes ;logical ;1;0;0;0;1;0;0;0;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek fish ;;weitmar witten ;5;0;0;affirm ;1;hor6 ;hor6 ;cui8 ;;loc8 ;evening;tuesday;greek;cheap;weitmar;3;bad
161;9;70;1;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Zum Neuling              Neulingstr. 42  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;25;0;;;;;;;;;;;1;1;64;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek fish ;;weitmar ;5;;0;;0;hor6 ;hor6 ;cui8 ;;loc8 ;evening;tuesday;greek;cheap;weitmar;3;bad
162;1;70;0;3;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte heute in der Mittagspause, in der Bochumer Innenstadt, ähm, chinesisch essen gehen. Und zwar nach der Preiskategorie.  ;request;ALL;chinese midday centre price ;foodtype time localization field ;open;1;41;4;monday chinese centre ;date foodtype localization ;2;2;0;1;0;0;0;1;1;0;;midday;neutral;chinese;expensive;centre;;;;;;4;0;0;provide ;19;;;;;;midday;neutral;chinese;expensive;centre;4;bad
162;2;70;0;3;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Für die Mittagspause, für das Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;1;0;;midday;neutral;chinese;expensive;centre;;monday ;chinese ;;centre ;4;0;0;provide ;6;;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;4;bad
162;3;70;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Maximal pro Person 12 Euro.  ;request;price;average ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;midday;neutral;chinese;average;centre;midday ;monday ;chinese ;;centre ;5;0;0;provide ;5;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;4;bad
162;4;70;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Maximal 12 Euro pro Person.  ;request;price;average ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;midday;neutral;chinese;average;centre;midday ;monday ;chinese ;;centre ;5;0;0;provide ;5;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;4;bad
162;5;70;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;12 Euro pro Person.  ;request;price;average ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;midday;neutral;chinese;average;centre;midday ;monday ;chinese ;;centre ;5;0;0;provide ;4;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;4;bad
162;6;70;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;12 Euro.  ;request;price;average ;price ;closed;0;7;1;average ;price ;1;0;0;0;1;0;0;0;0;1;;midday;neutral;chinese;average;centre;midday ;monday ;chinese ;;centre ;5;0;0;provide ;2;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;4;bad
162;7;70;0;3;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Fan Hingh                Hans Böckler Str. 19} {PekingV                   Viktoriastr. 51 } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;30;0;;;;;;;;;;;0;1; 82 88;midday;neutral;chinese;average;centre;midday ;monday ;chinese ;average ;centre ;5;;0;;0;hor ;hor ;cui35 ;prx4 ;loc01 ;midday;neutral;chinese;expensive;centre;4;bad
167;1;90;1;3;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Küche.  ;request;ALL;foodtype ;field ;open;1;41;1;foodtype ;field ;1;0;0;0;1;0;0;0;4;0;;midday;neutral;chinese;expensive;centre;;;;;;1;0;0;provide ;1;;;;;;midday;neutral;chinese;expensive;centre;4;bad
167;2;90;1;3;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Chinesisch.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;3;0;;midday;neutral;chinese;expensive;centre;;;;;;2;0;0;provide ;1;;;;;;midday;neutral;chinese;expensive;centre;4;bad
167;3;90;1;3;Sie möchten also chinesisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;3;0;;midday;neutral;chinese;expensive;centre;;;chinese ;;;2;0;0;affirm ;1;;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;4;bad
167;4;90;1;3;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;;;0;1;0;0;0;0;1;0;2;0;;midday;neutral;chinese;expensive;centre;;;chinese ;;;3;0;0;provide ;1;;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;4;bad
167;5;90;1;3;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;;;chinese ;;;3;0;0;provide ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;4;bad
167;6;90;1;3;Sie möchten also mittags essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;midday ;;chinese ;;;3;0;0;affirm ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;4;bad
167;7;90;1;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Montag.  ;request;date;monday ;date ;closed;0;8;1;monday ;date ;1;0;0;0;1;0;0;0;2;1;;midday;monday;chinese;expensive;centre;midday ;;chinese ;;;4;0;0;provide ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;4;bad
167;8;90;1;3;Sie möchten also Montag essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;2;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;;4;0;0;affirm ;1;;;cui35 ;;;midday;neutral;chinese;expensive;centre;4;bad
167;9;90;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Obere Kategorie.  ;request;price;expensive ;price ;closed;0;7;1;price ;field ;0;1;0;1;0;0;0;1;1;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;;5;0;0;provide ;2;;;cui35 ;;;midday;neutral;chinese;expensive;centre;4;bad
167;10;90;1;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Obere Peisklasse.  ;indicateValues;price;expensive ;price ;choice;1;12;1;;;0;1;0;0;0;0;1;0;1;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;;5;0;0;provide ;2;;;cui35 ;;;midday;neutral;chinese;expensive;centre;4;bad
167;11;90;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Obere Preiskasse.  ;request;price;expensive ;price ;closed;0;7;1;expensive ;price ;1;0;0;0;1;0;0;0;1;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;;5;0;0;provide ;2;;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;4;bad
167;12;90;1;3;Sie möchten also in der oberen Preisklasse essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;1;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;expensive ;;5;0;0;affirm ;1;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;;midday;neutral;chinese;expensive;centre;4;bad
167;13;90;1;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;2;2;;midday;monday;chinese;average;centre;midday ;monday ;chinese ;expensive ;;5;0;0;accept ;1;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;;midday;neutral;chinese;neutral;centre;4;bad
167;14;90;1;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Preis der Mahlzeit.  ;request;field;price ;field ;closed;1;28;1;price ;field ;1;0;0;0;1;0;0;0;2;2;;midday;monday;chinese;average;centre;midday ;monday ;chinese ;expensive ;;6;0;0;provide ;3;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;;midday;neutral;chinese;neutral;centre;4;bad
167;15;90;1;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Mittlere Preisklasse.  ;indicateValues;price;average ;price ;choice;1;12;1;average ;price ;1;0;0;0;1;0;0;0;1;2;;midday;monday;chinese;average;centre;midday ;monday ;chinese ;expensive ;;7;0;0;provide ;2;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;;midday;neutral;chinese;neutral;centre;4;bad
167;16;90;1;3;Könnten Sie bitte den gewünschten Preis der Mahlzeit wiederholen?;Mittlere Preisklasse.  ;repetitionRequest;price;average ;price ;closed;0;9;1;average ;price ;1;0;0;0;1;0;0;0;1;2;;midday;monday;chinese;average;centre;midday ;monday ;chinese ;average expensive ;;7;0;0;provide ;2;hor ;hor ;cui35 ;prx3 prx4 prx5 ;;midday;neutral;chinese;neutral;centre;4;bad
167;17;90;1;3;Sie möchten also in der mittleren Preisklasse essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;1;2;;midday;monday;chinese;average;centre;midday ;monday ;chinese ;average expensive ;;7;0;0;affirm ;1;hor ;hor ;cui35 ;prx3 prx4 prx5 ;;midday;neutral;chinese;neutral;centre;4;bad
167;18;90;1;3;Hier ist das passende Restaurant auf Ihre Anfrage.  {Asia                     Steinring 43    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;24;0;;;;;;;;;;;1;2;91;midday;monday;chinese;average;centre;midday ;monday ;chinese ;average ;;7;;0;;0;hor ;hor ;cui35 ;prx3 prx4 prx5 ;;midday;neutral;chinese;neutral;centre;4;bad
168;1;100;0;4;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Nach den Öffnungs, nach dem Ort.  ;request;ALL;time localization ;field field ;open;1;41;2;localization ;field ;1;1;0;0;0;1;0;0;3;0;;neutral;neutral;italian;average;querenburg;;;;;;2;0;0;provide ;6;;;;;;neutral;neutral;italian;average;querenburg;3;bad
168;2;100;0;4;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Querenburg.  ;indicateValues1;localization;querenburg ;localization ;choice;1;15;1;querenburg ;localization ;1;0;0;0;1;0;0;0;2;0;;neutral;neutral;italian;average;querenburg;;;;;;3;0;0;provide ;1;;;;;;neutral;neutral;italian;average;querenburg;3;bad
168;3;100;0;4;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;2;1;;evening;neutral;italian;average;querenburg;;;;;querenburg ;4;0;0;provide ;1;;hor ;;;loc12 ;neutral;neutral;italian;average;querenburg;3;bad
168;4;100;0;4;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Italienisch.  ;request;foodtype;italian ;foodtype ;closed;1;10;1;italian ;foodtype ;1;0;0;0;1;0;0;0;1;1;;evening;neutral;italian;average;querenburg;evening ;;;;querenburg ;5;0;0;provide ;1;hor ;hor ;;;loc12 ;neutral;neutral;italian;average;querenburg;3;bad
168;5;100;0;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Summa cum Laude          Querenburger Höhe 282} {Mediteranee Querenburger Höhe 267} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;31;0;;;;;;;;;;;1;1; 58 136;evening;neutral;italian;average;querenburg;evening ;;italian ;;querenburg ;5;;0;;0;hor ;hor ;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg;3;bad
176;1;100;0;3;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ungefährer Ort des Restaurants.  ;request;ALL;localization ;field ;open;1;46;1;localization foodtype ;field field ;1;0;0;1;0;0;0;1;4;0;;midday;neutral;chinese;expensive;centre;;;;;;1;0;0;provide ;4;;;;;;midday;neutral;chinese;expensive;centre;3;bad
176;2;100;0;3;Sie haben folgende Auswahlmöglichkeiten: Stadtmitte, Uni-Center, andere Möglichkeiten oder keine Präferenz.;Stadtmitte.  ;indicateValues1;localization;centre ;localization ;choice;1;11;1;centre ;localization ;1;0;0;0;1;0;0;0;3;0;;midday;neutral;chinese;expensive;centre;;;;;;2;0;0;provide ;1;;;;;;midday;neutral;chinese;expensive;centre;3;bad
176;3;100;0;3;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;;;;;centre ;3;0;0;provide ;1;;hor ;;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
176;4;100;0;3;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Chinesisch.  ;request;foodtype;chinese ;foodtype ;closed;1;10;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;1;0;;midday;neutral;chinese;expensive;centre;midday ;;;;centre ;4;0;0;provide ;1;hor ;hor ;;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
176;5;100;0;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Heute.  ;request;date;friday ;date ;closed;0;8;1;friday ;date ;1;0;0;0;1;0;0;0;1;1;;midday;friday;chinese;expensive;centre;midday ;;chinese ;;centre ;5;0;0;provide ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
176;6;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;20.  ;request;price;average ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;2;;midday;friday;chinese;average;centre;midday ;friday ;chinese ;;centre ;6;0;0;provide ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
176;7;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;20.  ;request;price;average ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;2;;midday;friday;chinese;average;centre;midday ;friday ;chinese ;;centre ;6;0;0;provide ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
176;8;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;20 Euro.  ;request;price;average ;price ;closed;0;7;1;average ;price ;1;0;0;0;1;0;0;0;0;2;;midday;friday;chinese;average;centre;midday ;friday ;chinese ;;centre ;6;0;0;provide ;2;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
176;9;100;0;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;3;;midday;friday;chinese;expensive;centre;midday ;friday ;chinese ;average ;centre ;6;0;0;accept ;1;hor ;hor ;cui35 ;prx7 ;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
176;10;100;0;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Preis der Mahlzeit.  ;request;field;price ;field ;closed;1;28;1;price ;field ;1;0;0;0;1;0;0;0;1;3;;midday;friday;chinese;expensive;centre;midday ;friday ;chinese ;average ;centre ;7;0;0;provide ;3;hor ;hor ;cui35 ;prx7 ;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
176;11;100;0;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Obere Preisklasse.  ;indicateValues;price;expensive ;price ;choice;1;12;1;expensive ;price ;1;0;0;0;1;0;0;0;0;3;;midday;friday;chinese;expensive;centre;midday ;friday ;chinese ;average ;centre ;8;0;0;provide ;2;hor ;hor ;cui35 ;prx7 ;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
176;12;100;0;3;Könnten Sie bitte den gewünschten Preis der Mahlzeit wiederholen?;Obere Preisklasse.  ;repetitionRequest;price;expensive ;price ;closed;0;9;1;expensive ;price ;1;0;0;0;1;0;0;0;0;3;;midday;friday;chinese;expensive;centre;midday ;friday ;chinese ;expensive average ;centre ;8;0;0;provide ;2;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
176;13;100;0;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;4;;midday;friday;chinese;average;centre;midday ;friday ;chinese ;expensive average ;centre ;8;0;0;accept ;1;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;3;bad
176;14;100;0;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Ungefährer Preis.  ;request;field;price ;field ;closed;1;28;1;price ;field ;1;0;0;0;1;0;0;0;0;4;;midday;friday;chinese;average;centre;midday ;friday ;chinese ;expensive ;centre ;8;0;0;provide ;2;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;3;bad
176;15;100;0;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Mittlere Preisklasse.  ;indicateValues;price;average ;price ;choice;1;12;1;average ;price ;1;0;0;0;1;0;0;0;0;4;;midday;friday;chinese;average;centre;midday ;friday ;chinese ;expensive ;centre ;8;0;0;provide ;2;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;3;bad
