iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues (y/n)?;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly transmitted AVPs;Deletions;Substitutions;Insertions;PA:CO;PA:PA;PA:FA;PA:IC;#constraints left in agenda;numGoalChanges;indices of provided restaurants;fieldRequestSwooshed;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel used (1=simple, 2=abstract, 3=concrete);barge-in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;class
1387;10;70;1;139;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;price;field;0;1;0;1;0;0;0;1;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;;5;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
1387;11;70;1;139;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;;IndicateValue;price;expensive;price;choice;1;12;1;;;0;1;0;0;0;0;1;0;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;;5;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
1387;12;70;1;139;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;expensive;price;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;;5;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
1387;13;70;1;139;Sie möchten also in der oberen Preisklasse essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;9;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;expensive ;;5;AVP-wise-concrete;0;Accept;0;hor;hor;chinese;prx5;;worst_simulation
1387;14;70;1;139;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;expensive ;;5;AVP-wise-concrete;0;Negate;0;hor;hor;chinese;prx5;;worst_simulation
1387;15;70;1;139;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;expensive ;;5;AVP-wise-concrete;0;EMPTY;0;hor;hor;chinese;prx5;;worst_simulation
1388;1;70;1;139;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;;Request;all;expensive chinese centre;price foodtype localization;open;1;46;3;expensive,foodtype,centre;price,field,localization;2;1;0;1;0;0;0;1;;;;0;midday;monday;chinese;expensive;centre;;;;;;3;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
1388;2;70;1;139;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;;IndicateValue;foodtype;chinese;foodtype;choice;1;16;1;chinese;foodtype;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;;;;expensive ;centre ;3;AVP-wise-concrete;0;Inform;0;;;;prx5;centre;worst_simulation
1388;3;70;1;139;Sie möchten also chinesisch essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;6;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;;;chinese ;expensive ;centre ;3;AVP-wise-concrete;0;Accept;0;;hor;chinese;prx5;centre;worst_simulation
1388;4;70;1;139;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;;;chinese ;expensive ;centre ;3;AVP-wise-concrete;0;Negate;0;hor;hor;chinese;prx5;centre;worst_simulation
1388;5;70;1;139;Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;midday;monday;chinese;expensive;centre;;;chinese ;expensive ;centre ;3;AVP-wise-concrete;0;EMPTY;0;hor;hor;chinese;prx5;centre;worst_simulation
1389;1;70;1;139;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;expensive chinese centre midday;price foodtype localization time;open;1;41;4;chinese,centre,midday;foodtype,localization,time;3;1;0;0;0;1;0;0;;;;0;midday;monday;chinese;expensive;centre;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
1389;2;70;1;139;Sie möchten also mittags in der Innenstadt chinesisch essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;10;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;midday ;;chinese ;;centre ;4;AVP-wise-concrete;0;Accept;0;hor02;hor;chinese;;centre;worst_simulation
1389;3;70;1;139;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;monday;date;closed;0;8;1;monday,yes,repeat;date,logical,action;1;0;0;2;0;0;0;1;;;;0;midday;monday;chinese;expensive;centre;midday ;;chinese ;;centre ;5;AVP-wise-concrete;0;Inform;0;hor02;hor;chinese;;centre;worst_simulation
1389;4;70;1;139;Sie möchten also Montag essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;6;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;centre ;5;AVP-wise-concrete;0;Accept;0;hor02;hor02;chinese;;centre;worst_simulation
1389;5;70;1;139;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;gourmet;foodtype;0;1;0;1;0;0;0;1;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;centre ;5;AVP-wise-concrete;0;Inform;0;hor02;hor02;chinese;;centre;worst_simulation
1389;6;70;1;139;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;;RepetitionRequest;foodtype;chinese;foodtype;closed;0;9;1;chinese;foodtype;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;gourmet chinese ;;centre ;5;AVP-wise-concrete;0;Inform;0;hor02;hor02;gourmet;;centre;worst_simulation
1389;7;70;1;139;Sie möchten also chinesisch essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;6;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese gourmet ;;centre ;5;AVP-wise-concrete;0;Accept;0;hor02;hor02;chinese;;centre;worst_simulation
1389;8;70;1;139;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;centre ;5;AVP-wise-concrete;0;Inform;0;hor02;hor02;chinese;;centre;worst_simulation
1389;9;70;1;139;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;centre ;5;AVP-wise-concrete;0;Inform;0;hor02;hor02;chinese;;centre;worst_simulation
1389;10;70;1;139;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;centre ;5;AVP-wise-concrete;0;Inform;0;hor02;hor02;chinese;;centre;worst_simulation
1389;11;70;1;139;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;;;closed;0;7;0;;;;;;;;;;;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;centre ;5;AVP-wise-concrete;0;HangUp;0;hor02;hor02;chinese;;centre;worst_simulation
1390;1;70;1;139;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;time;field;open;1;41;1;;;0;1;0;0;0;0;1;0;;;;1;midday;monday;chinese;expensive;centre;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
1390;2;70;1;139;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;IndicateValue;field;foodtype;field;open;1;33;1;foodtype;field;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;;;;;;2;AVP-wise-concrete;0;Provide;0;;hor;;;;worst_simulation
1390;3;70;1;139;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;;IndicateValue;foodtype;chinese;foodtype;choice;1;16;1;chinese,foodtype;foodtype,field;1;0;0;1;0;0;0;1;;;;0;midday;monday;chinese;expensive;centre;;;;;;3;AVP-wise-concrete;0;Inform;0;;hor;;;;worst_simulation
1390;4;70;1;139;Sie möchten also chinesisch essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;6;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;;;chinese ;;;3;AVP-wise-concrete;0;Accept;0;hor;hor;chinese;;;worst_simulation
1390;5;70;1;139;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;midday;time;choice;1;11;1;midday;time;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;;;chinese ;;;4;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
1390;6;70;1;139;Sie möchten also mittags essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;6;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;midday ;;chinese ;;;4;AVP-wise-concrete;0;Accept;0;hor;hor;chinese;;;worst_simulation
1390;7;70;1;139;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;monday;date;closed;0;8;1;monday,repeat;date,action;1;0;0;1;0;0;0;1;;;;0;midday;monday;chinese;expensive;centre;midday ;;chinese ;;;5;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
1390;8;70;1;139;Sie möchten also Montag essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;6;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;;5;AVP-wise-concrete;0;Accept;0;;;chinese;;;worst_simulation
1390;9;70;1;139;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;;6;AVP-wise-concrete;0;Inform;0;;;chinese;;;worst_simulation
1390;10;70;1;139;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;;6;AVP-wise-concrete;0;Inform;0;;hor;chinese;;;worst_simulation
1390;11;70;1;139;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;;6;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
1390;12;70;1;139;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;;;closed;0;7;0;;;;;;;;;;;;;;0;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;;6;AVP-wise-concrete;0;HangUp;0;hor;hor;chinese;;;worst_simulation
1391;1;70;0;140;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;localization;field;open;1;41;1;localization;field;1;0;0;0;1;0;0;0;;;;1;midday;friday;italian;average;querenburg;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
1391;2;70;0;140;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;;IndicateValuesOne;localization;querenburg;localization;choice;1;15;1;;;0;1;0;0;0;0;1;0;;;;0;midday;friday;italian;average;querenburg;;;;;;2;AVP-wise-concrete;0;Inform;0;;;;;;worst_simulation
1391;3;70;0;140;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;IndicateValue;field;foodtype;field;open;1;33;1;foodtype;field;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;;;;;;3;AVP-wise-concrete;0;Provide;0;;hor;;;;worst_simulation
1391;4;70;0;140;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;;IndicateValue;foodtype;italian;foodtype;choice;1;16;1;italian,foodtype;foodtype,field;1;0;0;1;0;0;0;1;;;;0;midday;friday;italian;average;querenburg;;;;;;4;AVP-wise-concrete;0;Inform;0;;hor;;;;worst_simulation
1391;5;70;0;140;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;midday;time;choice;1;11;1;midday;time;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;;;italian ;;;5;AVP-wise-concrete;0;Inform;0;hor;hor;italian;;;worst_simulation
1391;6;70;0;140;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;friday;date;closed;0;8;1;friday;date;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;midday ;;italian ;;;6;AVP-wise-concrete;0;Inform;0;hor;hor;italian;;;worst_simulation
1391;7;70;0;140;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;average;price;closed;0;7;1;average;price;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;midday ;friday ;italian ;;;7;AVP-wise-concrete;0;Inform;0;;;italian;;;worst_simulation
1391;8;70;0;140;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Basilea am alten Rathaus Untermarkt 10    } {Da Capo                  Springerplatz 34} {Pinocchio Hörder Str. 330} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;35;0;;;;;;;;;;;;; 119 121 139;0;midday;friday;italian;average;querenburg;midday ;friday ;italian ;average ;;7;AVP-wise-concrete;0;EMPTY;0;hor;hor;italian;prx3;;worst_simulation
1392;1;70;0;140;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;foodtype;field;open;1;41;1;foodtype;field;1;0;0;0;1;0;0;0;;;;1;midday;friday;italian;average;querenburg;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
1392;2;70;0;140;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;;IndicateValue;foodtype;italian;foodtype;choice;1;16;1;italian;foodtype;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;;;;;;2;AVP-wise-concrete;0;Inform;0;;;;;;worst_simulation
1392;3;70;0;140;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;midday;time;choice;1;11;1;midday;time;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;;;italian ;;;3;AVP-wise-concrete;0;Inform;0;;hor;italian;;;worst_simulation
1392;4;70;0;140;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;friday;date;closed;0;8;1;friday;date;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;midday ;;italian ;;;4;AVP-wise-concrete;0;Inform;0;hor;hor;italian;;;worst_simulation
1392;5;70;0;140;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;average;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;friday;italian;average;querenburg;midday ;friday ;italian ;;;5;AVP-wise-concrete;0;Inform;0;;;italian;;;worst_simulation
1392;6;70;0;140;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;average;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;friday;italian;average;querenburg;midday ;friday ;italian ;;;5;AVP-wise-concrete;0;Inform;0;;hor;italian;;;worst_simulation
1392;7;70;0;140;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;average;price;closed;0;7;1;average;price;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;midday ;friday ;italian ;;;5;AVP-wise-concrete;0;Inform;0;hor;hor;italian;;;worst_simulation
1392;8;70;0;140;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Basilea am alten Rathaus Untermarkt 10    } {Da Capo                  Springerplatz 34} {Pinocchio Hörder Str. 330} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;35;0;;;;;;;;;;;;; 119 121 139;0;midday;friday;italian;average;querenburg;midday ;friday ;italian ;average ;;5;AVP-wise-concrete;0;EMPTY;0;hor;hor;italian;prx3;;worst_simulation
1393;1;70;0;140;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;price;field;open;1;41;1;price;field;1;0;0;0;1;0;0;0;;;;1;midday;friday;italian;average;querenburg;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
1393;2;70;0;140;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;;IndicateValue;price;average;price;choice;1;12;1;average;price;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;;;;;;2;AVP-wise-concrete;0;Inform;0;;;;;;worst_simulation
1393;3;70;0;140;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;midday;time;choice;1;11;1;midday,gourmet;time,foodtype;1;0;0;1;0;0;0;1;;;;0;midday;friday;italian;average;querenburg;;;;average ;;3;AVP-wise-concrete;0;Inform;0;;hor;;prx3;;worst_simulation
1393;4;70;0;140;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;friday;date;closed;0;8;1;;;0;1;0;0;0;0;1;0;;;;0;midday;friday;italian;average;querenburg;midday ;;gourmet ;average ;;4;AVP-wise-concrete;0;Inform;0;hor;hor;gourmet;prx3;;worst_simulation
1393;5;70;0;140;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;friday;date;closed;0;8;1;sunday;date;0;0;1;0;0;0;0;1;;;;0;midday;friday;italian;average;querenburg;midday ;;gourmet ;average ;;4;AVP-wise-concrete;0;Inform;0;hor;hor;gourmet;prx3;;worst_simulation
1393;6;70;0;140;In welchem Stadtteil möchten Sie essen gehen?;;Request;localization;querenburg;localization;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;friday;italian;average;querenburg;midday ;sunday ;gourmet ;average ;;5;AVP-wise-concrete;0;Inform;0;;;gourmet;prx3;;worst_simulation
1393;7;70;0;140;In welchem Stadtteil möchten Sie essen gehen?;;Request;localization;querenburg;localization;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;friday;italian;average;querenburg;midday ;sunday ;gourmet ;average ;;5;AVP-wise-concrete;0;Inform;0;;hor;gourmet;prx3;;worst_simulation
1393;8;70;0;140;In welchem Stadtteil möchten Sie essen gehen?;;Request;localization;querenburg;localization;closed;0;7;1;querenburg;localization;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;midday ;sunday ;gourmet ;average ;;5;AVP-wise-concrete;0;Inform;0;hor;hor;gourmet;prx3;;worst_simulation
1393;9;70;0;140;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;midday ;sunday ;gourmet ;average ;querenburg ;5;AVP-wise-concrete;0;Negate;0;hor;hor;gourmet;prx3;querenburg;worst_simulation
1393;10;70;0;140;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;midday;friday;italian;average;querenburg;midday ;sunday ;gourmet ;average ;querenburg ;5;AVP-wise-concrete;0;EMPTY;0;hor;hor;gourmet;prx3;querenburg;worst_simulation
1394;1;70;0;140;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;;Request;all;average querenburg italian;price localization foodtype;open;1;46;3;querenburg,italian;localization,foodtype;2;1;0;0;0;1;0;0;;;;0;midday;friday;italian;average;querenburg;;;;;;3;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
1394;2;70;0;140;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Summa cum Laude          Querenburger Höhe 282} {Mediteranee Querenburger Höhe 267} Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;Inform;;;;na;0;31;0;;;;;;;;;;;;; 58 136;0;midday;friday;italian;average;querenburg;;;italian ;;querenburg ;3;AVP-wise-concrete;0;EMPTY;0;hor;hor;italian;;querenburg;worst_simulation
1395;1;70;0;140;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;querenburg italian;localization foodtype;open;1;41;2;italian,wetter;foodtype,localization;1;0;1;0;0;0;0;1;;;;0;midday;friday;italian;average;querenburg;;;;;;2;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
1395;2;70;0;140;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;;;italian ;;wetter ;2;AVP-wise-concrete;0;Negate;0;hor;hor;italian;;wetter;worst_simulation
1395;3;70;0;140;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;midday;friday;italian;average;querenburg;;;italian ;;wetter ;2;AVP-wise-concrete;0;EMPTY;0;hor;hor;italian;;wetter;worst_simulation
1396;1;70;0;140;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;price;field;open;1;41;1;;;0;1;0;0;0;0;1;0;;;;1;midday;friday;italian;average;querenburg;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
1396;2;70;0;140;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;IndicateValue;field;foodtype;field;open;1;33;1;foodtype;field;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;;;;;;2;AVP-wise-concrete;0;Provide;0;;hor;;;;worst_simulation
1396;3;70;0;140;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;;IndicateValue;foodtype;italian;foodtype;choice;1;16;1;italian;foodtype;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;;;;;;3;AVP-wise-concrete;0;Inform;0;;hor;;;;worst_simulation
1396;4;70;0;140;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;midday;time;choice;1;11;1;midday;time;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;;;italian ;;;4;AVP-wise-concrete;0;Inform;0;hor;hor;italian;;;worst_simulation
1396;5;70;0;140;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;friday;date;closed;0;8;1;friday;date;1;0;0;0;1;0;0;0;;;;0;midday;friday;italian;average;querenburg;midday ;;italian ;;;5;AVP-wise-concrete;0;Inform;0;hor;hor;italian;;;worst_simulation
1396;6;70;0;140;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;average;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;friday;italian;average;querenburg;midday ;friday ;italian ;;;6;AVP-wise-concrete;0;Inform;0;;;italian;;;worst_simulation
1396;7;70;0;140;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;average;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;friday;italian;average;querenburg;midday ;friday ;italian ;;;6;AVP-wise-concrete;0;Inform;0;;hor;italian;;;worst_simulation
1396;8;70;0;140;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;average;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;friday;italian;average;querenburg;midday ;friday ;italian ;;;6;AVP-wise-concrete;0;Inform;0;hor;hor;italian;;;worst_simulation
1396;9;70;0;140;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;;;closed;0;7;0;;;;;;;;;;;;;;0;midday;friday;italian;average;querenburg;midday ;friday ;italian ;;;6;AVP-wise-concrete;0;HangUp;0;hor;hor;italian;;;worst_simulation
